fixture_id,home,away,event_slug,event_title,event_liquidity,event_volume,market_id,question,sports_market_type,group,contract,outcome_yes,outcome_no,token_yes,token_no,market_liquidity,market_volume,gamma_best_bid,gamma_best_ask,fee_rate,tick_size,yes_ask,yes_bid,yes_spread,yes_ask_depth_1c,yes_ask_depth_2c,yes_bid_depth_1c,yes_bid_depth_2c,no_ask,no_bid,no_spread,no_ask_depth_1c,no_ask_depth_2c,no_bid_depth_1c,no_bid_depth_2c
fifwc-eng-arg-2026-07-15,England,Argentina,fifwc-eng-arg-2026-07-15-more-markets,England vs. Argentina - More Markets,18494844.51012,18187960.36719714,2891696,England vs. Argentina: Will the Match Go to Extra Time?,soccer_extra_time,extra_time,Match goes to extra time,Yes,No,43161560383450478036699756988996981313802631978049596194889053197865990806024,56782942449673323873601409691622797874573320441080026396946127068756580395129,239701.4134,31180.28730400002,0.33,0.34,0.05,0.01,0.34,0.33,0.010000000000000009,8362.367199999999,13137.767199999998,32316.402,34747.7816,0.67,0.66,0.010000000000000009,66114.288,71526.0684,15723.2728,24212.8728
fifwc-eng-arg-2026-07-15,England,Argentina,fifwc-eng-arg-2026-07-15-more-markets,England vs. Argentina - More Markets,18494844.51012,18187960.36719714,2891697,England vs. Argentina: Will the Match Go to a Penalty Shootout?,soccer_penalty_shootout,extra_time,Match goes to penalties,Yes,No,55471627412012084882953226760702875289431271793686168110723907638757901743932,43640808784403206059282296395564362518976788588566442523709150044685267865397,222779.0597,37501.56480600004,0.18,0.2,0.05,0.01,0.2,0.18,0.020000000000000018,559.6862,4156.409,542.3263,832.5439,0.82,0.8,0.019999999999999907,2559.4037,4083.0460999999996,2129.1938,14881.211
fifwc-eng-arg-2026-07-15,England,Argentina,fifwc-eng-arg-2026-07-15-exact-score,England vs. Argentina - Exact Score,29110963.74534,14714806.801335016,2891215,Exact Score: England 0 - 0 Argentina?,soccer_exact_score,exact_score,England 0-0 Argentina,Yes,No,43253466484118613223346398545174650853078864702581205836915278054978935826821,91650759796378202584724157456744833051057694449229578587519268009658092695924,2366148.1776,625619.6595979974,0.11,0.12,0.05,0.01,0.12,0.11,0.009999999999999995,234759.4667,307848.9867,70261.59580000001,73915.5508,0.89,0.88,0.010000000000000009,575101.3342,612046.8792000001,1659511.3933,2108489.8733
fifwc-eng-arg-2026-07-15,England,Argentina,fifwc-eng-arg-2026-07-15-exact-score,England vs. Argentina - Exact Score,29110963.74534,14714806.801335016,2891219,Exact Score: England 0 - 1 Argentina?,soccer_exact_score,exact_score,England 0-1 Argentina,Yes,No,41045527512268360685725320341848746392347371808137856331438917424116402243553,1351728696415012668525025209335182484623055581851240233174885859883807349800,2623872.6385,75695.17385599973,0.1,0.11,0.05,0.01,0.11,0.1,0.009999999999999995,242984.3461,319016.2254,11091.422299999998,18443.9519,0.9,0.89,0.010000000000000009,108445.43770000001,192999.5281,1877442.0639,2386270.7946
fifwc-eng-arg-2026-07-15,England,Argentina,fifwc-eng-arg-2026-07-15-exact-score,England vs. Argentina - Exact Score,29110963.74534,14714806.801335016,2891220,Exact Score: England 1 - 0 Argentina?,soccer_exact_score,exact_score,England 1-0 Argentina,Yes,No,29082119852184882114731263198351891103705769695006912987495703754534365304900,41754789248142511359171926226472723539541594752808820450975099711676572536631,2096946.1668,221269.98107100016,0.1,0.11,0.05,0.01,0.11,0.1,0.009999999999999995,116260.529,194233.22770000002,19700.908499999998,27540.5997,0.9,0.89,0.010000000000000009,188375.4515,278531.9003,872621.211,1394438.5023
fifwc-eng-arg-2026-07-15,England,Argentina,fifwc-eng-arg-2026-07-15-exact-score,England vs. Argentina - Exact Score,29110963.74534,14714806.801335016,2891223,Exact Score: England 0 - 2 Argentina?,soccer_exact_score,exact_score,England 0-2 Argentina,Yes,No,103924464656842139834411334044458718365614191042431777990933380586754335591529,106222269538901216535060077111726153955840621875162482935916170653827756832279,2066199.0302,194080.3383329995,0.05,0.06,0.05,0.01,0.06,0.05,0.009999999999999995,115800.17120000001,121649.8632,6188.475,7372.227,0.95,0.94,0.010000000000000009,135567.505,173842.153,1681171.9287999999,1748443.3868
fifwc-eng-arg-2026-07-15,England,Argentina,fifwc-eng-arg-2026-07-15-exact-score,England vs. Argentina - Exact Score,29110963.74534,14714806.801335016,2891225,Exact Score: England 1 - 1 Argentina?,soccer_exact_score,exact_score,England 1-1 Argentina,Yes,No,81080974672551565054075917620012410907813880209171233291278092513449593893636,77978482618597672721880391069757927543484439656457121351124825069799416405167,2352691.935,238851.91237400082,0.16,0.17,0.05,0.01,0.17,0.16,0.010000000000000009,334570.3569,437202.71200000006,42460.4386,45823.0048,0.84,0.83,0.010000000000000009,229707.3314,250363.09519999998,1587505.9931,2025043.928
fifwc-eng-arg-2026-07-15,England,Argentina,fifwc-eng-arg-2026-07-15-exact-score,England vs. Argentina - Exact Score,29110963.74534,14714806.801335016,2891226,Exact Score: England 2 - 0 Argentina?,soccer_exact_score,exact_score,England 2-0 Argentina,Yes,No,57058276548389178483129617327193548364996961350062473562281166826626437831514,46333526303771590568889211654992874459759074505626943472275012119002117619520,2089599.5663,242459.5766719975,0.06,0.07,0.05,0.01,0.07,0.06,0.010000000000000009,103213.7284,154125.571,16764.376800000002,18597.285600000003,0.94,0.93,0.009999999999999898,284824.6132,328814.4244,1262376.3316000002,1777151.6290000002
fifwc-eng-arg-2026-07-15,England,Argentina,fifwc-eng-arg-2026-07-15-exact-score,England vs. Argentina - Exact Score,29110963.74534,14714806.801335016,2891228,Exact Score: England 0 - 3 Argentina?,soccer_exact_score,exact_score,England 0-3 Argentina,Yes,No,46054044443380329959731855163353177370713919018293384961924558329416780367968,37787720671657028953239369932901424363867233853007236929359382152195630937100,616960.81025,660477.1239970003,0.014,0.015,0.05,0.001,0.015,0.014,0.0009999999999999992,4989.43651,5732.08751,942.24054,1032.09734,0.986,0.985,0.0010000000000000009,93810.47946,135942.22266,287912.79349,299700.12249
fifwc-eng-arg-2026-07-15,England,Argentina,fifwc-eng-arg-2026-07-15-exact-score,England vs. Argentina - Exact Score,29110963.74534,14714806.801335016,2891230,Exact Score: England 1 - 2 Argentina?,soccer_exact_score,exact_score,England 1-2 Argentina,Yes,No,65445310799053405336363507631846888765251870054698557826564649655457303407136,105417117367513783489773296552210774986159257496601169303738978592687497537717,3365693.0223,924440.5483950081,0.07,0.08,0.05,0.01,0.08,0.07,0.009999999999999995,232693.5655,287258.3905,96255.03970000001,99287.4112,0.93,0.92,0.010000000000000009,1299188.1103,1356803.1688,2513837.6645,3004921.0895000002
fifwc-eng-arg-2026-07-15,England,Argentina,fifwc-eng-arg-2026-07-15-exact-score,England vs. Argentina - Exact Score,29110963.74534,14714806.801335016,2891232,Exact Score: England 2 - 1 Argentina?,soccer_exact_score,exact_score,England 2-1 Argentina,Yes,No,102395626154213317678177992225521703577320136815766473171936770005480602626064,79308791843823770902626560398054587026493043481914041462250885886140861951241,3139466.7544,1299007.2530950028,0.08,0.09,0.05,0.01,0.09,0.08,0.009999999999999995,233291.95899999997,294673.3307,71787.3554,76337.34860000001,0.92,0.91,0.010000000000000009,840157.5346000001,911440.7614000001,2255218.001,2751849.0993
fifwc-eng-arg-2026-07-15,England,Argentina,fifwc-eng-arg-2026-07-15-exact-score,England vs. Argentina - Exact Score,29110963.74534,14714806.801335016,2891234,Exact Score: England 3 - 0 Argentina?,soccer_exact_score,exact_score,England 3-0 Argentina,Yes,No,99393017547257574165276709606048627218771813334396076729506842448653300442471,27548915423574292175470968504869301604141452889468132821612418576782214690302,579358.246,1023079.3618799981,0.018,0.019,0.05,0.001,0.019,0.018,0.0010000000000000009,6706.75915,7154.39665,700.02986,834.69669,0.982,0.981,0.0010000000000000009,50287.02014,104489.36331,252216.67085,254066.67335
fifwc-eng-arg-2026-07-15,England,Argentina,fifwc-eng-arg-2026-07-15-exact-score,England vs. Argentina - Exact Score,29110963.74534,14714806.801335016,2891235,Exact Score: England 1 - 3 Argentina?,soccer_exact_score,exact_score,England 1-3 Argentina,Yes,No,1596615828428354349349354119101750593225369697601533584604091436384403193945,110278609405605128921282134108065183159383487425862578948314342533292451994574,1013992.80939,871476.8939419976,0.03,0.031,0.05,0.001,0.032,0.031,0.0010000000000000009,27475.958520000004,28138.783720000003,4007.45153,4371.22244,0.969,0.968,0.0010000000000000009,138861.49694999997,165986.81603999998,775699.0414799999,789036.99628
fifwc-eng-arg-2026-07-15,England,Argentina,fifwc-eng-arg-2026-07-15-exact-score,England vs. Argentina - Exact Score,29110963.74534,14714806.801335016,2891238,Exact Score: England 2 - 2 Argentina?,soccer_exact_score,exact_score,England 2-2 Argentina,Yes,No,31642386487109653628594990163673827037558065492555269364249642196902932167430,21146949608908075016905035834719422927394104436010973394302036200270077023437,2287795.2199,737023.0664050059,0.05,0.06,0.05,0.01,0.06,0.05,0.009999999999999995,107110.2869,148804.89250000002,6259.527400000001,8066.468500000001,0.95,0.94,0.010000000000000009,131767.1526,190191.5815,1568904.4331,2048392.3975
fifwc-eng-arg-2026-07-15,England,Argentina,fifwc-eng-arg-2026-07-15-exact-score,England vs. Argentina - Exact Score,29110963.74534,14714806.801335016,2891239,Exact Score: England 3 - 1 Argentina?,soccer_exact_score,exact_score,England 3-1 Argentina,Yes,No,4368454125474265112035901833821219203771050138629536900947918032299642497953,24996204541035305722780915374221767374649829191473083752555975864631419926135,566280.57588,1013088.520216001,0.039,0.04,0.05,0.001,0.04,0.039,0.0010000000000000009,9229.49361,10961.32301,6362.56031,6523.116309999999,0.961,0.96,0.0010000000000000009,184761.0767,191857.9207,214078.87079000002,253777.53139
fifwc-eng-arg-2026-07-15,England,Argentina,fifwc-eng-arg-2026-07-15-exact-score,England vs. Argentina - Exact Score,29110963.74534,14714806.801335016,2891241,Exact Score: England 2 - 3 Argentina?,soccer_exact_score,exact_score,England 2-3 Argentina,Yes,No,104846435425965355630732487554714732405290686413059877728470034873320763158056,68553770361181990171771526168919519817520576722127365542798619751233132722036,1518577.92999,2017702.0346250015,0.02,0.021,0.05,0.001,0.022,0.021,0.0009999999999999974,30830.89156,31336.92316,1582.15153,1894.4132900000002,0.979,0.978,0.0010000000000000009,81718.76847,149094.26671,1289305.93484,1301794.24844
fifwc-eng-arg-2026-07-15,England,Argentina,fifwc-eng-arg-2026-07-15-exact-score,England vs. Argentina - Exact Score,29110963.74534,14714806.801335016,2891243,Exact Score: England 3 - 2 Argentina?,soccer_exact_score,exact_score,England 3-2 Argentina,Yes,No,66783517924647527565771831463997483131613397140257016725884835432191233017387,18513159176411346013080423412772832357958809739932675160820300117589160849880,1138901.94768,2052908.2073900118,0.022,0.023,0.05,0.001,0.023,0.022,0.0010000000000000009,20884.482549999997,20940.274159999997,1939.64006,2538.45664,0.978,0.977,0.0010000000000000009,103516.16993999999,184437.09336,831686.3474499999,833042.46584
fifwc-eng-arg-2026-07-15,England,Argentina,fifwc-eng-arg-2026-07-15-exact-score,England vs. Argentina - Exact Score,29110963.74534,14714806.801335016,2891245,Exact Score: England 3 - 3 Argentina?,soccer_exact_score,exact_score,England 3-3 Argentina,Yes,No,35274814130938479637696568129097831191442108649292202725771583986688006917901,38672130425907924243628600469683991098453200475434882640880676035086332699152,835450.88633,2605382.1985419933,0.01,0.011,0.05,0.001,0.011,0.01,0.0009999999999999992,4892.403179999999,5022.54918,1113.7106899999999,1113.7106899999999,0.99,0.989,0.0010000000000000009,174169.44931,174169.44931,392106.33681999997,396334.39082
fifwc-eng-arg-2026-07-15,England,Argentina,fifwc-eng-arg-2026-07-15-exact-score,England vs. Argentina - Exact Score,29110963.74534,14714806.801335016,2891247,Exact Score: Any Other Score?,soccer_exact_score,exact_score,Any Other Score,Yes,No,54139618721823438810152556683232960667126604685588718805790329855516947107317,7198339107238799287190106990106984631915528639805878508693521251061094286006,833052.25323,126852.00644800003,0.05,0.051,0.05,0.001,0.051,0.05,0.000999999999999994,41415.66942,41524.68972,1213.584,2603.3232,0.95,0.949,0.0010000000000000009,25815.44,64874.3408,709506.2905799999,710955.97028
fifwc-eng-arg-2026-07-15,England,Argentina,fifwc-eng-arg-2026-07-15-first-to-score,England vs. Argentina - First Team to Score,655258.5092,128650.76681100002,2891253,England to score first vs. Argentina?,soccer_first_to_score,first_score,England to score first,Yes,No,92953483892289658544889000974288855848784004028658499359015085708385587519769,9959810430072164951581687578181863242074512811271493329093945224133436217583,224048.4015,32379.780470000005,0.46,0.47,0.05,0.01,0.47,0.46,0.009999999999999953,20153.2997,23672.9501,25337.5088,28019.4276,0.54,0.53,0.010000000000000009,30308.911200000002,33722.2624,23042.890300000003,26706.199900000003
fifwc-eng-arg-2026-07-15,England,Argentina,fifwc-eng-arg-2026-07-15-first-to-score,England vs. Argentina - First Team to Score,655258.5092,128650.76681100002,2891255,Argentina to score first vs. England?,soccer_first_to_score,first_score,Argentina to score first,Yes,No,9302771105367353872707671151768722686369349135071912185802709136841950018423,26053053548902492494422721889001561288970649895933401112331738009431358229898,221390.8046,39585.64988700002,0.42,0.43,0.05,0.01,0.43,0.42,0.010000000000000009,18502.826800000003,22141.076800000003,17802.3732,20236.3012,0.58,0.57,0.010000000000000009,25291.4168,28942.3088,24215.7932,28662.5432
fifwc-eng-arg-2026-07-15,England,Argentina,fifwc-eng-arg-2026-07-15-first-to-score,England vs. Argentina - First Team to Score,655258.5092,128650.76681100002,2891257,England vs. Argentina: Neither team to score first?,soccer_first_to_score,first_score,Neither team to score first,Yes,No,80745909502220124682585037173755203940998578770905058324038123815227882466599,92387911086121548619034407725776864071434127481379926715939362308392137173608,204025.8313,57740.0959,0.1,0.11,0.05,0.01,0.11,0.1,0.009999999999999995,6380.670099999999,7419.237499999999,11023.9179,11415.1211,0.9,0.89,0.010000000000000009,103729.5121,108228.34890000001,47448.219900000004,54398.6325
