minute,p_england_shot,p_argentina_shot,p_england_sot,p_argentina_sot,p_england_goal,p_argentina_goal,p_england_foul,p_argentina_foul,p_england_yellow,p_argentina_yellow,p_england_red,p_argentina_red,p_england_penalty,p_argentina_penalty,p_england_corner,p_argentina_corner,p_var_review,p_any_injury_stoppage,p_any_substitution,expected_england_possession,p_england_leading_after,p_draw_after,p_argentina_leading_after,expected_england_goals_after,expected_argentina_goals_after,modal_score_after,expected_england_passes,p_any_england_passes,expected_england_line_breaks,p_any_england_line_breaks,expected_england_final_third_receptions,p_any_england_final_third_receptions,expected_england_crosses,p_any_england_crosses,expected_england_throw_ins,p_any_england_throw_ins,expected_england_pressures,p_any_england_pressures,expected_england_direct_pressures,p_any_england_direct_pressures,expected_england_forced_turnovers,p_any_england_forced_turnovers,expected_england_regains,p_any_england_regains,expected_england_interceptions,p_any_england_interceptions,expected_england_tackles,p_any_england_tackles,expected_argentina_passes,p_any_argentina_passes,expected_argentina_line_breaks,p_any_argentina_line_breaks,expected_argentina_final_third_receptions,p_any_argentina_final_third_receptions,expected_argentina_crosses,p_any_argentina_crosses,expected_argentina_throw_ins,p_any_argentina_throw_ins,expected_argentina_pressures,p_any_argentina_pressures,expected_argentina_direct_pressures,p_any_argentina_direct_pressures,expected_argentina_forced_turnovers,p_any_argentina_forced_turnovers,expected_argentina_regains,p_any_argentina_regains,expected_argentina_interceptions,p_any_argentina_interceptions,expected_argentina_tackles,p_any_argentina_tackles
74,0.115272,0.138732,0.049064,0.05976,0.010492,0.0136,0.105068,0.12908,0.014772,0.01798,9.2e-05,9.2e-05,0.002144,0.002904,0.036704,0.047932,0.00636,0.074968,0.199972,0.49557671196069275,0.260964,0.358652,0.380384,0.723136,0.932804,0-0,5.190135672415982,0.9944287491014268,1.0052247000456154,0.6340376062019975,1.520907834716363,0.7814865771916912,0.24237777463224344,0.21524034074486387,0.17782227606654888,0.16290881859312778,2.16803125215311,0.885597374732025,0.3927659266560758,0.32481322768370735,0.32365123531509665,0.276497469485229,0.3729728497348889,0.31131606945857715,0.06653955495019694,0.06437409351175039,0.2134500953390915,0.19220752824592668,6.6354360181604,0.9986869938741828,1.1115689351354783,0.6709576901559383,1.7914339041014213,0.8332790636452148,0.1390761676131085,0.12983825220928402,0.15538769162388424,0.14391678315392697,2.0459556221745303,0.8707433895440462,0.3606028161967644,0.3027441177805098,0.3722421386961491,0.31081265660606283,0.36670801862572533,0.30698803790837004,0.06292176243348338,0.0609830627846224,0.29177249261252824,0.25306154934028713
75,0.112212,0.134092,0.047628,0.057556,0.009564,0.012368,0.108032,0.133516,0.013344,0.016496,6.4e-05,5.2e-05,0.001696,0.00192,0.038908,0.050236,0.005048,0.08236,0.194308,0.49561241196069283,0.261716,0.356104,0.38218,0.732704,0.945184,0-0,5.130126557928874,0.9940841882665773,0.9936021437354012,0.6297593738342456,1.503322873910252,0.7776100427577766,0.2395753670373248,0.2130380398845647,0.17576626867168468,0.16118598245895654,2.1553879417071626,0.8841417643482372,0.3904754331318836,0.3232649442644283,0.32176379801905247,0.2751306143044058,0.37079778352104875,0.30981650607560884,0.06615151614801867,0.06401096390607763,0.21220531816283583,0.19120138052899538,6.558716127811114,0.9985822953059456,1.0987168110872823,0.6667015056522982,1.770721080962972,0.8297897907778614,0.13746814844145586,0.12843788983337,0.15359107620473383,0.1423773483744203,2.0340242203259202,0.8691919399036605,0.3584998883223019,0.30127629612955487,0.37007133377074736,0.309314940289673,0.36456948703495656,0.3055044241226015,0.0625548215162514,0.06063843582338446,0.29007096261842663,0.25178952927949505
76,0.109884,0.131944,0.046836,0.056216,0.009392,0.012008,0.106672,0.12986,0.013768,0.017116,9.2e-05,0.0001,0.001588,0.00188,0.03726,0.048464,0.004932,0.0824,0.180108,0.4956482519606928,0.262488,0.353552,0.38396,0.7421,0.957208,0-0,5.0301113671170254,0.9934619175973852,0.9742312165517105,0.6225175557044133,1.4740146059000663,0.7709957246382173,0.23490468771246029,0.20935379566406642,0.17233958968024432,0.15830670572618022,2.175757719647856,0.8864778968542254,0.39416567269863767,0.32575765656175415,0.32480466921823475,0.27733150074050106,0.37430205686556905,0.31223086493881214,0.06677668977375031,0.06459593669158614,0.2142107925023589,0.19282178002828432,6.430849643895637,0.9983889185926768,1.0772966043402885,0.6594851712248109,1.7361997090655559,0.8238113017372939,0.13478811648870137,0.12609894270276145,0.15059671717281645,0.13980546959898987,2.0532470344153477,0.8716824251675201,0.3618879387867137,0.3036396015392776,0.3735687417061168,0.3117263284363452,0.3680148990423062,0.3078931301176222,0.06314600410512515,0.061193605905170534,0.29281231649781253,0.25383783011452987
77,0.104552,0.123928,0.044448,0.053228,0.008928,0.011356,0.104528,0.12896,0.015972,0.019288,6e-05,8.8e-05,0.001308,0.001572,0.036488,0.046944,0.004264,0.079672,0.165212,0.4956812919606928,0.263176,0.351288,0.385536,0.751036,0.968576,0-0,4.730065794681477,0.9911741096760197,0.9161184350006378,0.5999310753130096,1.3860898018695085,0.749948854956487,0.22089264973786663,0.19819725059433047,0.1620595527059231,0.1496094400267004,2.184888999414373,0.8875097805584528,0.39581991802166533,0.32687209677207996,0.32616781837648884,0.27831593457944626,0.37587293802000915,0.3133104203630511,0.06705694001976793,0.06485804718047428,0.21510979824076573,0.19354711179239503,6.0472501921492,0.9976356454034567,1.0130359840993064,0.6368851066170167,1.632635593373306,0.8045861366598025,0.12674802063043786,0.11904437272444435,0.14161364007706415,0.13204346466730854,2.0618641579726766,0.8727834031201678,0.363406720029381,0.30469641791100865,0.37513654526335133,0.31280456089777053,0.3695593940800836,0.30896126067026575,0.06341101698979269,0.06144236873168096,0.29404119927133027,0.25475421277259847
78,0.107756,0.129124,0.04536,0.054948,0.008956,0.011696,0.104008,0.128944,0.018832,0.02314,0.000944,0.001372,0.001228,0.001472,0.036504,0.047796,0.005656,0.080488,0.151096,0.4957507319606928,0.263844,0.348824,0.387332,0.759992,0.9803,0-0,4.9100931381428055,0.9926281982965269,0.9509861039312814,0.6136401554172348,1.438844684287843,0.7627983567745326,0.2292998725226228,0.20490992791276164,0.16822757489051582,0.1548385247327999,2.1975323098603203,0.8889230761310338,0.39811041154585747,0.3284121274868905,0.32805525567253296,0.2796767833381383,0.3780480042338493,0.31480239250981223,0.06744497882194618,0.06522084814873397,0.21635457541702138,0.19455034141315453,6.277409863197061,0.9981217407523797,1.0515923562438956,0.6506190330332066,1.6947740627886558,0.8163592843879656,0.13157207814539595,0.12328391920878379,0.14700348633451552,0.13670903231002463,2.0737955598212867,0.874292256193403,0.36550964790384344,0.30615705484964895,0.377307350188753,0.3142947101448439,0.37169792567085225,0.3104374898008465,0.06377795790702467,0.061786700751156554,0.2957427292654318,0.256021192624753
79,0.112116,0.1332,0.04714,0.05694,0.009976,0.01216,0.101156,0.122768,0.018468,0.02296,0.001036,0.001272,0.001656,0.002084,0.038392,0.050008,0.006544,0.085592,0.14132,0.49579413196069283,0.264808,0.346128,0.389064,0.769972,0.992472,0-0,5.110123519766503,0.993964662605909,0.9897279582986629,0.6283222108719246,1.4974612203082145,0.7763026418416177,0.23864123117235184,0.21230256703094808,0.17508093287339657,0.16061091615037426,2.125184477864067,0.8805890624400141,0.38500369860186906,0.3195518805067531,0.31725492003405814,0.27185488731220686,0.36560179201020837,0.30622098544232856,0.06522453456503731,0.0631429170381752,0.20923168379733623,0.18879272971081862,6.533142831028017,0.998545572361028,1.0944327697378833,0.6652705782331894,1.7638168065834885,0.8286105465628382,0.13693214205090493,0.12797060174904662,0.15299220439835032,0.14186358852505632,2.005521427020908,0.8654099015183607,0.3534762272888638,0.29775731339782885,0.3648855220045101,0.30572387433198234,0.35946077267923143,0.3019473663443508,0.06167824043619722,0.05981464824334326,0.28600619652140635,0.2487420392535724
80,0.111316,0.133136,0.04746,0.056616,0.009472,0.012344,0.10404,0.128628,0.017488,0.021688,0.001096,0.001232,0.00176,0.002008,0.038036,0.051224,0.006636,0.093252,0.137756,0.4958393519606928,0.265544,0.343636,0.39082,0.779452,1.004836,0-0,5.070117443441764,0.9937183176449179,0.9819795874251865,0.6254311273871711,1.4857379131041402,0.7736647367169545,0.236772959442406,0.21082955862365227,0.1737102612768204,0.15945960051709884,2.1244820717281807,0.8805051580007333,0.38487644896163614,0.3194652882190485,0.3171500624065001,0.27177853174001043,0.36548095499832833,0.30613714619396415,0.06520297685380519,0.06312272032601829,0.20916252950976646,0.18873662931020108,6.481996237461826,0.9984692481169554,1.0858646870390858,0.6623902671146111,1.7500082578245217,0.8262274915383614,0.13586012926980312,0.12703527383646085,0.15179446078558334,0.14083514533664887,2.0048585713626514,0.8653206581355639,0.35335939796250476,0.2976752660651385,0.3647649217308766,0.30564013939212276,0.3593419653686331,0.30186442766152677,0.061657854829684326,0.05979548179935401,0.2859116670772896,0.2486710198994977
81,0.112664,0.134524,0.048404,0.057656,0.010332,0.013052,0.110944,0.135,0.018624,0.02284,0.002168,0.002392,0.002264,0.002568,0.03676,0.048212,0.009172,0.091696,0.12126,0.49588821196069277,0.266344,0.341088,0.392568,0.789792,1.0179,0-0,5.090120481604135,0.9938427219962529,0.9858537728619249,0.6268794692744288,1.4915995667061777,0.7749875548897369,0.237707095307379,0.2115664068247709,0.17439559707510854,0.16003545559318355,2.061967925634331,0.8727966034040565,0.3735512309809083,0.3117142761596924,0.3078177335538374,0.2649507193796137,0.35472646094100757,0.2986347322330233,0.06328434055414607,0.06132346806550559,0.20300779791605797,0.1837281238187788,6.507569534244923,0.9985078981780359,1.0901487283884848,0.6638335075121651,1.7569125322040056,0.8274231323506978,0.13639613566035405,0.12750306312818538,0.15239333259196686,0.1413495209072555,1.9458644177778583,0.8571363239538363,0.3429615879165515,0.29033452923405256,0.35403149737750167,0.2981471395172557,0.348768114725388,0.29444328048408797,0.0598435358500373,0.05808810250025476,0.2774985465508987,0.24232333415335683
82,0.10394,0.124856,0.04474,0.053572,0.009468,0.011692,0.109484,0.136288,0.019812,0.025416,0.001952,0.00236,0.002196,0.002648,0.032488,0.042968,0.0089,0.082872,0.107684,0.49592965196069283,0.267248,0.338912,0.39384,0.799284,1.029612,0-0,4.710062756519108,0.9909957875083281,0.9122442495638999,0.5983781278504632,1.3802281482674716,0.748478837604218,0.21995851387289378,0.19744790795004752,0.16137421690763507,0.14902643717988273,2.0998978569721722,0.8775310630378315,0.38042271155348467,0.3164276058170009,0.3134800454419698,0.26910103637612726,0.361251659582528,0.30319638090803647,0.0644484569606808,0.06241556103175927,0.2067421294448249,0.1867706691498201,6.021676895366105,0.9975744012924803,1.0087519427499076,0.6353261705100733,1.6257313189938232,0.8032322773999356,0.12621201423988698,0.11857204830528767,0.1410147682706807,0.13152351429286147,1.9816586233236877,0.8621595777349524,0.34927037153993884,0.29479756217687203,0.3605439121537066,0.302703045380348,0.35518370949769396,0.29895535718118604,0.06094435860173324,0.059124410047002196,0.28260313653320324,0.2461811083172084
83,0.110512,0.131196,0.046416,0.05704,0.010188,0.012456,0.112788,0.1382,0.020772,0.025924,0.002068,0.002536,0.002232,0.002752,0.034604,0.044676,0.009348,0.077936,0.093796,0.4959866319606928,0.268368,0.33598,0.395652,0.80948,1.042096,0-0,4.970102252629916,0.9930575618841042,0.9626086602414959,0.6181046497916409,1.4564296450939547,0.7669330773758913,0.23210228011754153,0.20713497516856072,0.17028358228538004,0.15657439788030436,2.0746112360802784,0.8743947512085395,0.3758417245051005,0.31328898603310085,0.3097051708498816,0.266336770352662,0.3569015271548478,0.300158590283654,0.06367237935632432,0.06168764032153773,0.20425257509231365,0.18474356828770255,6.354129753546348,0.9982604516241351,1.0644444802920918,0.6550805889138628,1.7154868859271057,0.8201238797624427,0.13318009731704866,0.12469256260846551,0.14880010175366595,0.13825864173087754,1.9577958196264684,0.8588307592865119,0.345064515791014,0.2918253364546396,0.3562023023029034,0.2996690726560596,0.3509066463161567,0.2959505235999177,0.06021047676726929,0.05843366511146686,0.27920007654500023,0.24361144753357034
84,0.11004,0.132288,0.046064,0.056944,0.009416,0.01194,0.121184,0.14834,0.023908,0.028428,0.001932,0.002412,0.001716,0.002032,0.034624,0.045832,0.00804,0.075768,0.082284,0.49604529196069286,0.269132,0.333736,0.397132,0.81892,1.054044,0-1,5.050114405279395,0.9935913997733844,0.9781054019884484,0.6239771634715081,1.479876259502103,0.7723341418724534,0.23583882357743313,0.2100920217846115,0.17302492547853235,0.1588833506516497,2.0879569526621116,0.8760599071954205,0.37825946766952556,0.31494727143117207,0.31169746577348373,0.26779698880482095,0.35919743038056795,0.30176351535240686,0.0640819758697347,0.06207189109329159,0.20556650655613906,0.18581405593670464,6.45642294067873,0.9984295968995196,1.081580645689687,0.6609408305526814,1.7431039834450386,0.8250235671305955,0.13532412287925225,0.12656723373947598,0.15119558897919988,0.140320461628757,1.9703900771333345,0.8605975321071352,0.3472842729918355,0.2933955688513956,0.3584937075019385,0.30127197743051115,0.3531639852175236,0.29753800945060305,0.06059780329101416,0.058798288108197094,0.28099613598321854,0.24496874707199667
85,0.107368,0.126912,0.045968,0.054444,0.009304,0.011668,0.132616,0.16226,0.02508,0.030992,0.001076,0.001312,0.001736,0.002128,0.030392,0.039688,0.0067,0.075768,0.07136,0.4960760919606928,0.269932,0.331728,0.39834,0.828236,1.065728,0-1,4.850084023655698,0.9921722801920408,0.9393635476210671,0.6091234694934733,1.421259723481732,0.758590284218041,0.22649746492770412,0.20267863642227524,0.16617156749565162,0.15309907894583952,2.086552140390339,0.8758856722770626,0.3780049683890596,0.3147729038173951,0.31148775051836763,0.26764341856108276,0.3589557563568078,0.30159474933926667,0.06403886044727043,0.06203145105484653,0.20542819798099948,0.18570143925113536,6.200689972847775,0.9979719691327829,1.0387402321956993,0.6460997666258694,1.6740612396502064,0.8125159004654877,0.12996405897374327,0.12187300886135011,0.1452068709153651,0.13515663633455854,1.9690643658168216,0.8604126021230982,0.3470506143391173,0.29323044532148923,0.35825250695467153,0.3011034235222463,0.35292637059632703,0.2973710743784921,0.06055703207798837,0.05875991339041475,0.2808070770949849,0.24482598820824564
86,0.108408,0.127628,0.045556,0.054384,0.009148,0.011424,0.13172,0.1636,0.026596,0.032904,0.001056,0.001364,0.0012,0.001404,0.028624,0.037472,0.0056,0.078944,0.063488,0.4961318119606928,0.270648,0.32932,0.400032,0.837396,1.07718,0-1,4.9100931381428055,0.9926281982965269,0.9509861039312814,0.6136401554172348,1.438844684287843,0.7627983567745326,0.2292998725226228,0.20490992791276164,0.16822757489051582,0.1548385247327999,2.0886593587979974,0.8761469329098127,0.3783867173097584,0.31503443859831004,0.31180232340104175,0.26787376185027556,0.35931826739244793,0.3018478830653235,0.06410353358096682,0.06209211045867746,0.2056356608437088,0.1858703584388134,6.277409863197061,0.9981217407523797,1.0515923562438956,0.6506190330332066,1.6947740627886558,0.8163592843879656,0.13157207814539595,0.12328391920878379,0.14700348633451552,0.13670903231002463,1.9710529327915904,0.8606899052033559,0.3474011023181945,0.2934781161490225,0.3586143077755719,0.30135623914013354,0.3532827925281219,0.29762146211300633,0.06061818889752704,0.05881747488037736,0.28109066542733524,0.2450401163833229
87,0.1116,0.13246,0.046628,0.0563,0.009008,0.012076,0.135788,0.168312,0.027164,0.033996,0.000972,0.001404,0.0008,0.000976,0.029888,0.040156,0.004844,0.06802,0.052664,0.4962097919606928,0.270784,0.327684,0.401532,0.846408,1.08926,0-1,5.090120481604135,0.9938427219962529,0.9858537728619249,0.6268794692744288,1.4915995667061777,0.7749875548897369,0.237707095307379,0.2115664068247709,0.17439559707510854,0.16003545559318355,2.045110178373068,0.8706340641362059,0.3704972396153188,0.30960904445857373,0.3053011504924452,0.2630985772534622,0.35182637265588734,0.2965977587625984,0.06276695548457507,0.060837685185157864,0.20134809501438375,0.18237223013823467,6.507569534244923,0.9985078981780359,1.0901487283884848,0.6638335075121651,1.7569125322040056,0.8274231323506978,0.13639613566035405,0.12750306312818538,0.15239333259196686,0.1413495209072555,1.9299558819797118,0.8548453977239505,0.34015768408393493,0.28834190324034736,0.3511370908102994,0.2961127492326383,0.34591673927102967,0.2924286024356364,0.05935428129372799,0.05762715506163851,0.2752298398920966,0.24060243668868886
88,0.111856,0.13264,0.046692,0.055712,0.00892,0.011208,0.133704,0.164052,0.02628,0.032856,8.8e-05,0.0001,0.000276,0.000316,0.035928,0.047848,0.002332,0.061312,0.047008,0.4962328919606928,0.271428,0.32576,0.402812,0.855332,1.100472,0-1,5.130126557928874,0.9940841882665773,0.9936021437354012,0.6297593738342456,1.503322873910252,0.7776100427577766,0.2395753670373248,0.2130380398845647,0.17576626867168468,0.16118598245895654,2.034574086334779,0.869263847038136,0.3685884950118254,0.3082900059945801,0.30372828607907515,0.26193861924025763,0.3500138174776873,0.29532164722597254,0.0624435898160932,0.06053394322820105,0.2003107807008374,0.18152365310494334,6.558716127811114,0.9985822953059456,1.0987168110872823,0.6667015056522982,1.770721080962972,0.8297897907778614,0.13746814844145586,0.12843788983337,0.15359107620473383,0.1423773483744203,1.9200130471058705,0.853394950653728,0.33840524418854956,0.287093671793867,0.34932808670579807,0.2948382618780291,0.3441346296120558,0.2911665083526207,0.05904849719603467,0.05733894836929243,0.27381189823034535,0.23952489147825318
89,0.120032,0.142008,0.049572,0.059532,0.008868,0.011872,0.134392,0.16644,0.027128,0.033784,4.8e-05,8e-05,0.000196,0.000336,0.037892,0.049024,0.002184,0.067008,0.040484,0.4962718119606928,0.27166,0.324248,0.404092,0.8642,1.112344,0-1,5.49018124485153,0.995872903908454,1.0633374815966878,0.6546985521576894,1.6088326387469203,0.7998789086195477,0.256389812606837,0.22615974269737682,0.18810231304087005,0.17147006652092178,1.9797864077356744,0.8619012690183784,0.3586630230736594,0.3013902729502105,0.2955493911295505,0.2558773392432757,0.34058853055104654,0.28864845257453686,0.060762088339987454,0.0589529007769064,0.19491674627039624,0.1770968350381631,7.019035469906835,0.9991053119696603,1.1758295553764604,0.6914370965275475,1.8949980197936707,0.8496813672919865,0.147116263471372,0.1368063863038792,0.1643707687196365,0.15157260678171003,1.8683103057618942,0.8456156961809101,0.32929255673254554,0.2805674888685844,0.33992126536239076,0.28817363405272556,0.3348676593853915,0.2845672391009336,0.05745841988802941,0.05583885210350148,0.2664386015892387,0.2338969602086679
90,0.11882,0.141772,0.049876,0.0605,0.010356,0.012856,0.137768,0.165688,0.029356,0.035524,0.002924,0.003768,0.001688,0.002184,0.038676,0.051468,0.009888,0.068016,0.035616,0.49636827196069283,0.272084,0.322332,0.405584,0.874568,1.125232,0-1,5.47017820668916,0.9957895182448777,1.0594632961599495,0.6533581955987291,1.602970985144883,0.7987024233975619,0.2554556767418641,0.2254365330238136,0.18741697724258197,0.17090205067899245,1.953094974572008,0.8581655823374963,0.35382753674480927,0.29800397456426375,0.29156480128234613,0.2529064005889379,0.3359967240996062,0.28537455314599436,0.059942895313166704,0.05818168571143978,0.1922888833427454,0.17493151448118538,6.9934621731237385,0.9990821367771154,1.1715455140270614,0.6901123647133138,1.8880937454141873,0.8486399351778893,0.1465802570808211,0.13634358498950472,0.16377189691325297,0.15106435536261575,1.8431217907481623,0.8416775955854545,0.32485304233090256,0.27736645761974377,0.3353384549643206,0.28490398240693626,0.3303529815826576,0.28132998862307,0.05668376684053967,0.055107171430219704,0.26284648271280214,0.23114007845906115
90+1,0.122936,0.145656,0.051868,0.06316,0.010324,0.013504,0.131596,0.16166,0.028868,0.0354,0.003024,0.003836,0.001684,0.002204,0.04186,0.054828,0.009992,0.071048,0.030796,0.49646585196069276,0.272496,0.320344,0.40716,0.8849,1.138748,0-1,5.610199473825748,0.9963396608569484,1.0865825942171166,0.6626325525855773,1.644002560359143,0.8067948227802616,0.26199462779667443,0.23048484231163924,0.1922143278305985,0.17486999878455256,1.9221891045930262,0.8537136248166142,0.34822855257456187,0.2940624860610854,0.28695106566979384,0.24945154447557893,0.3306798955768858,0.2815648935080821,0.05899435601895321,0.05728791020874768,0.18924609468967604,0.17241718210435553,7.172475250605408,0.999232579180504,1.2015338034728529,0.699267406709411,1.93642366607057,0.8557811968158157,0.15033230181467735,0.1395779908810566,0.16796399955793737,0.15461573165578402,1.8139561417848937,0.8369920231731747,0.3197125519711055,0.2736422028145147,0.3300320429244498,0.2810993026178762,0.3251254599163341,0.2775632888931435,0.0557868001539726,0.05425925382054142,0.25868718717166506,0.22793550304738508
90+2,0.151292,0.17884,0.063952,0.076336,0.013292,0.016964,0.141932,0.17416,0.036072,0.043164,0.002796,0.0039,0.0026,0.003248,0.053152,0.070716,0.011844,0.081848,0.02838,0.4965763119606928,0.273284,0.31782,0.408896,0.898232,1.155764,0-1,6.870390878055048,0.9989619287739581,1.3306562767316208,0.7356962520302017,2.013286737287484,0.8664509879807244,0.3208451872899675,0.27446443557690337,0.23539048312274746,0.20973779468126186,2.083742515846796,0.8755364672779371,0.37749596982812816,0.314424035432306,0.31106832000813567,0.2673361814386507,0.3584724083092879,0.301257094929256,0.06395262960234194,0.06195056574700053,0.2051515808307205,0.18547615914705107,8.783592947940436,0.9998467734400617,1.4714284084849767,0.7704027078745501,2.371392951978017,0.9066493972355741,0.184100704419384,0.1681479715670704,0.20569292336009679,0.18591697621601688,1.9664129431837978,0.860042005850519,0.34658329703368135,0.2929000824915111,0.3577701058601379,0.30076619371531343,0.35245114135393407,0.29703708521206207,0.06047548965193683,0.058683159260939255,0.28042895931851797,0.24454038949848955
90+3,0.153844,0.182476,0.065472,0.078404,0.01388,0.017412,0.146396,0.181212,0.038408,0.046904,0.003664,0.0043,0.003228,0.003628,0.057628,0.075012,0.013764,0.077444,0.026372,0.49665276766736505,0.27422,0.315036,0.410744,0.912128,1.17322,0-1,6.970406068866897,0.9990607285804946,1.3500272039153114,0.7407667916082795,2.0425950052976694,0.8703082768835312,0.32551586661483206,0.27784527797560543,0.23881716211418785,0.21244113519264118,2.101770940001202,0.8777602428218514,0.3807620439274392,0.3166595247092693,0.31375966578212455,0.2693053820220236,0.3615738916142081,0.30342087718201083,0.06450594419063314,0.06246945861477571,0.2069265408783443,0.1869206241093727,8.911459431855913,0.9998651650920364,1.4928486152319707,0.7752684309021856,2.4059143238754332,0.9098169985690339,0.1867807363721385,0.17037437683199996,0.20868728239201417,0.18835098710112708,1.983426238412371,0.8624030113333445,0.3495819164102297,0.29501723015889925,0.36086551288339586,0.3029272605339528,0.35550052899262274,0.29917742661102664,0.06099872021910095,0.05917555617560821,0.282855215050848,0.24637110591783362
90+4,0.159748,0.187076,0.068668,0.081072,0.014592,0.01884,0.14882,0.184144,0.041212,0.051188,0.004292,0.005148,0.003708,0.004548,0.058836,0.077144,0.016248,0.080368,0.0239,0.496760567667365,0.27498,0.312148,0.412872,0.926764,1.192112,0-1,7.194440096285438,0.9992492516855704,1.3934180808067786,0.7517746015350839,2.1082455256404855,0.8785491379577788,0.33597818830252857,0.2853613068709603,0.24649292305501427,0.21846310758897436,2.152578317163619,0.8838157884853233,0.38996643457095204,0.32292039941594963,0.32134436750882045,0.27482651819897763,0.37031443547352877,0.30948282659622395,0.06606528530309018,0.06393024930065705,0.21192870101255684,0.19097762201343305,9.197880355826584,0.9998987462034435,1.5408298783452368,0.785796735005216,2.4832421969256457,0.9165278467639272,0.1927840079463085,0.17533992507258078,0.21539464662350916,0.19377679587923635,2.031372797692896,0.8688446522528241,0.3580325710168658,0.30094969414358164,0.36958893267621373,0.30898167268302446,0.3640942577925636,0.30517430108038335,0.06247327909019985,0.0605618348794309,0.2896928448419597,0.25150656410626726
90+5,0.169124,0.198892,0.072848,0.085868,0.015996,0.020164,0.155476,0.189204,0.045312,0.056028,0.00528,0.006484,0.004772,0.005548,0.057748,0.07392,0.019828,0.09016,0.024236,0.4968899990807093,0.27564,0.309532,0.414828,0.942812,1.212316,1-1,7.635507087765693,0.9995170063675664,1.478843869686855,0.7720989805910737,2.237494987565405,0.8932744814462231,0.35657588412518115,0.2999306546959044,0.26160457740726645,0.23018463408036494,2.204205168151237,0.8896618092316239,0.39931928312806997,0.32922350045925597,0.32905140313433406,0.28039397420885337,0.3791959558467094,0.31558851490689277,0.06764977707865137,0.0654122696873698,0.2170115411489341,0.19507932045804843,9.761771549893844,0.9999423875316855,1.6352929900994804,0.805104739448628,2.635481446993252,0.9283155511630106,0.20460294885795585,0.1850291627183258,0.22859976995426495,0.2043530884115794,2.0800926885747195,0.8750813668680938,0.36661952650425417,0.3069267090961214,0.37845305278827057,0.31507987460956355,0.3728265951215357,0.3112153388906176,0.06397162116889711,0.06196838060609666,0.29664075898454095,0.25668900780034576
