minute,p_active,p_home_shot,p_away_shot,p_home_goal,p_away_goal,p_home_foul,p_away_foul,p_home_yellow,p_away_yellow,p_home_corner,p_away_corner,p_home_leading_after,p_draw_after,p_away_leading_after,expected_home_goals_after,expected_away_goals_after
77,1.0,0.14271333333333333,0.09721666666666667,0.012143333333333334,0.011303333333333334,0.11291,0.1106,0.018483333333333334,0.017766666666666667,0.06489,0.03870666666666667,0.3563233333333333,0.3282933333333333,0.31538333333333335,1.0396466666666666,0.9646
78,1.0,0.1484,0.10057666666666666,0.012573333333333334,0.01194,0.11246666666666667,0.10933666666666667,0.02168,0.02126,0.06521,0.03884666666666667,0.35701,0.3269166666666667,0.3160733333333333,1.05222,0.97654
79,1.0,0.15372,0.10499,0.013706666666666667,0.013133333333333334,0.11045666666666666,0.10548333333333333,0.02224,0.021066666666666668,0.07050666666666666,0.04071333333333333,0.35796333333333336,0.3253066666666667,0.31673,1.0659266666666667,0.9896733333333333
80,1.0,0.15285666666666667,0.10419,0.013443333333333333,0.012306666666666667,0.11346666666666666,0.10981666666666667,0.020776666666666666,0.020066666666666667,0.07084666666666667,0.04149,0.35878,0.32402333333333333,0.3171966666666667,1.07937,1.00198
81,1.0,0.15226,0.10497,0.013893333333333334,0.0135,0.11922666666666666,0.11614666666666666,0.021603333333333332,0.02108,0.06653666666666666,0.03947666666666667,0.35919,0.32321,0.3176,1.0932633333333333,1.01548
82,1.0,0.14215333333333333,0.09739333333333333,0.013143333333333333,0.01259,0.11931333333333333,0.11579666666666667,0.023216666666666667,0.02289,0.06009,0.034866666666666664,0.35978666666666664,0.32214333333333334,0.31807,1.1064066666666668,1.02807
83,1.0,0.14976333333333333,0.10207333333333334,0.014013333333333333,0.01283,0.12221,0.11958333333333333,0.024246666666666666,0.023746666666666666,0.06307,0.037226666666666665,0.36055,0.32098,0.31847,1.12042,1.0409
84,1.0,0.15257,0.10418,0.01379,0.012583333333333334,0.12959666666666667,0.12566666666666668,0.026983333333333335,0.02656,0.06465333333333333,0.03831,0.36138333333333333,0.31987333333333334,0.3187433333333333,1.13421,1.0534833333333333
85,1.0,0.14655333333333334,0.10052,0.012893333333333333,0.01234,0.14295333333333332,0.13769,0.029383333333333334,0.027956666666666668,0.05575,0.032286666666666665,0.36189,0.31902,0.31909,1.1471033333333334,1.0658233333333333
86,1.0,0.14743,0.10178666666666666,0.01273,0.01236,0.14409333333333332,0.13999333333333333,0.03101,0.03048,0.05206,0.030823333333333335,0.3623133333333333,0.31811333333333336,0.3195733333333333,1.1598333333333333,1.0781833333333333
